bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,bluestore_kv_sync_lat,bluestore_kvq_lat,bluestore_simple_service_lat,bluestore_deferred_service_lat
4096,30,48,52.75390625000000000000,.00355302718969300000,null,0.000385606,0,0.00155392,0.000512171,0.000725029,0.00152309,0.00100955,0
