blocking_dur
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0001
5e-05
2.5e-05
1.25e-05
6.25e-06
3.125e-06
0.000103125
5.1562e-05
2.5781e-05
1.289e-05
6.445e-06
3.222e-06
1.611e-06
0.000101611
5.0805e-05
2.5402e-05
1.2701e-05
6.35e-06
3.175e-06
1.587e-06
7.93e-07
0.000100793
5.0396e-05
2.5198e-05
1.2599e-05
6.299e-06
3.149e-06
1.574e-06
7.87e-07
3.93e-07
1.96e-07
9.8e-08
4.9e-08
0.000100049
5.0024e-05
2.5012e-05
1.2506e-05
6.253e-06
3.126e-06
1.563e-06
7.81e-07
0.000100781
5.039e-05
2.5195e-05
1.2597e-05
6.298e-06
3.149e-06
1.574e-06
7.87e-07
3.93e-07
0.000100393
5.0196e-05
2.5098e-05
1.2549e-05
6.274e-06
3.137e-06
1.568e-06
7.84e-07
3.92e-07
0.000100392
5.0196e-05
2.5098e-05
1.2549e-05
6.274e-06
3.137e-06
1.568e-06
7.84e-07
3.92e-07
1.96e-07
9.8e-08
0.000100098
5.0049e-05
2.5024e-05
1.2512e-05
6.256e-06
3.128e-06
0.000103128
5.1564e-05
2.5782e-05
1.2891e-05
6.445e-06
3.222e-06
1.611e-06
0.000101611
5.0805e-05
2.5402e-05
1.2701e-05
6.35e-06
3.175e-06
1.587e-06
7.93e-07
3.96e-07
1.98e-07
9.9e-08
0.000100099
5.0049e-05
2.5024e-05
1.2512e-05
6.256e-06
0.000106256
5.3128e-05
2.6564e-05
1.3282e-05
6.641e-06
3.32e-06
1.66e-06
8.3e-07
4.15e-07
2.07e-07
1.03e-07
0.000100103
5.0051e-05
2.5025e-05
1.2512e-05
6.256e-06
0.000106256
5.3128e-05
2.6564e-05
1.3282e-05
6.641e-06
3.32e-06
1.66e-06
8.3e-07
4.15e-07
2.07e-07
1.03e-07
5.1e-08
0.000100051
5.0025e-05
2.5012e-05
1.2506e-05
6.253e-06
0.000106253
5.3126e-05
2.6563e-05
1.3281e-05
6.64e-06
3.32e-06
1.66e-06
8.3e-07
0.00010083
5.0415e-05
2.5207e-05
1.2603e-05
6.301e-06
3.15e-06
1.575e-06
7.87e-07
3.93e-07
0.000100393
5.0196e-05
2.5098e-05
1.2549e-05
6.274e-06
3.137e-06
1.568e-06
7.84e-07
3.92e-07
1.96e-07
0.000100196
5.0098e-05
2.5049e-05
1.2524e-05
6.262e-06
3.131e-06
1.565e-06
7.82e-07
3.91e-07
1.95e-07
0.000100195
5.0097e-05
2.5048e-05
1.2524e-05
6.262e-06
3.131e-06
1.565e-06
7.82e-07
0.000100782
5.0391e-05
2.5195e-05
1.2597e-05
6.298e-06
3.149e-06
1.574e-06
7.87e-07
3.93e-07
1.96e-07
0.000100196
5.0098e-05
2.5049e-05
1.2524e-05
6.262e-06
3.131e-06
1.565e-06
0.000101565
5.0782e-05
2.5391e-05
1.2695e-05
6.347e-06
3.173e-06
1.586e-06
7.93e-07
3.96e-07
1.98e-07
0.000100198
5.0099e-05
2.5049e-05
1.2524e-05
6.262e-06
3.131e-06
1.565e-06
7.82e-07
3.91e-07
1.95e-07
0.000100195
5.0097e-05
2.5048e-05
1.2524e-05
6.262e-06
3.131e-06
1.565e-06
7.82e-07
3.91e-07
0.000100391
5.0195e-05
2.5097e-05
1.2548e-05
6.274e-06
3.137e-06
1.568e-06
7.84e-07
3.92e-07
0.000100392
5.0196e-05
2.5098e-05
1.2549e-05
6.274e-06
3.137e-06
0.000103137
5.1568e-05
2.5784e-05
1.2892e-05
6.446e-06
3.223e-06
1.611e-06
8.05e-07
4.02e-07
2.01e-07
0.000100201
5.01e-05
2.505e-05
1.2525e-05
6.262e-06
3.131e-06
1.565e-06
7.82e-07
0.000100782
5.0391e-05
