bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,pending_aios_lat,bluestore_kv_sync_lat,bluestore_kvq_lat
4096,30,48,53.78027343750000000000,.00348511016838400000,0.000782584,0.007204545,0.002049904,0.010063253,0.000580638,3.2182e-05,0.000748351,0.001601972
