opq_vec
1
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
3
4
5
6
7
8
9
9
9
10
10
8
7
3
1
1
1
1
1
1
1
1
1
1
25
26
27
28
29
30
31
31
29
28
27
24
20
19
17
14
12
11
10
43
34
30
26
44
45
45
46
44
23
41
19
14
46
44
8
45
41
46
46
37
45
46
35
40
41
17
12
10
43
44
34
44
44
36
37
29
1
23
22
1
34
36
28
44
40
44
41
44
38
36
34
44
34
44
41
39
25
34
33
1
36
44
27
1
35
35
27
18
1
38
15
1
39
44
44
1
43
44
44
9
39
36
44
43
9
44
16
8
44
42
35
44
43
44
41
44
29
44
45
22
45
1
44
44
44
44
41
44
38
45
38
43
38
1
33
13
38
45
44
44
41
44
43
45
37
34
1
35
27
2
34
44
36
44
41
26
35
18
32
44
38
46
27
34
18
1
42
1
45
1
27
44
39
44
37
44
34
44
34
42
30
28
1
1
27
14
35
1
45
44
38
0
30
0
34
44
44
44
39
33
23
44
44
44
45
44
45
1
44
3
44
1
45
44
44
44
45
1
44
33
1
1
42
26
40
1
26
1
29
1
40
38
34
1
18
5
36
1
41
44
39
1
33
0
45
1
29
44
40
44
45
1
32
15
32
15
1
30
16
1
30
44
29
43
44
0
38
34
1
45
1
26
36
35
44
33
44
25
44
45
44
45
1
34
37
26
44
38
12
45
44
38
44
38
44
36
1
34
1
30
45
38
41
44
44
44
1
44
1
27
45
39
41
37
0
45
45
39
30
28
1
30
1
1
32
0
40
44
42
2
45
4
42
1
30
1
37
1
43
2
39
1
40
42
39
1
32
44
43
1
43
1
44
44
36
44
38
44
37
1
30
10
33
0
43
1
41
33
29
44
41
1
40
44
44
44
45
44
37
44
40
44
43
1
38
44
42
44
45
0
35
44
43
45
45
1
38
44
26
44
29
44
43
1
35
44
42
1
33
44
43
44
41
44
44
44
41
44
42
44
43
1
33
9
35
41
43
34
43
41
43
31
1
36
42
41
43
44
7
37
25
29
42
31
29
1
30
43
36
43
43
1
29
1
28
43
31
1
26
43
42
43
27
43
42
43
41
43
23
0
37
1
33
6
29
1
43
43
1
32
8
1
31
44
39
1
33
44
37
34
30
1
43
44
41
1
33
1
38
40
38
2
45
44
44
1
38
44
45
1
30
41
38
4
39
2
39
44
39
44
29
1
32
1
34
44
34
1
32
44
38
15
38
1
1
28
44
32
44
39
1
35
44
37
44
36
44
37
1
24
1
32
16
44
23
28
26
44
32
44
35
1
23
44
37
44
36
44
30
44
20
36
33
1
21
1
1
28
44
33
44
32
44
35
1
29
4
23
44
34
44
32
10
37
44
36
41
32
1
31
7
12
40
1
43
43
1
44
43
44
1
31
37
32
1
30
43
37
43
40
43
32
43
42
1
20
43
34
43
34
1
34
42
39
28
1
34
1
32
43
42
44
35
43
21
36
17
43
37
1
21
44
31
14
23
43
39
1
39
0
27
1
9
6
28
43
41
14
41
43
36
43
36
1
32
35
28
43
36
41
31
43
25
2
43
43
37
1
34
19
33
43
41
1
1
43
1
29
22
1
31
1
26
1
1
39
44
35
16
41
44
38
0
39
1
41
2
44
43
36
44
44
27
42
37
1
37
15
31
44
31
1
40
16
42
1
23
44
25
1
30
44
22
44
33
44
31
44
32
13
29
2
33
44
44
1
45
44
42
44
28
44
40
1
28
7
25
1
31
44
32
44
43
9
38
15
42
1
31
35
29
0
36
1
27
1
29
1
24
1
32
1
38
36
1
34
45
38
1
32
1
41
1
44
44
37
2
41
45
42
44
33
45
19
44
17
44
38
44
36
44
37
44
38
44
38
44
37
1
20
44
33
44
37
39
35
44
45
44
36
1
30
0
41
44
29
44
34
44
37
43
43
1
28
44
39
44
36
44
21
32
17
10
36
1
43
44
37
44
44
44
41
8
44
11
43
44
40
1
40
12
45
44
45
1
40
44
44
4
44
1
43
43
44
44
2
45
44
44
1
43
1
44
1
45
44
45
6
42
45
44
44
42
44
43
1
30
1
33
1
38
44
35
44
37
0
36
1
45
13
38
44
1
42
33
1
45
45
38
2
42
1
34
33
27
44
39
1
44
44
41
45
45
1
39
1
36
1
38
44
39
1
41
1
44
1
36
40
23
42
43
36
43
44
43
41
1
44
43
44
44
44
43
44
44
43
42
42
38
1
34
27
8
41
43
44
43
42
31
23
1
32
22
2
39
2
34
2
43
43
43
43
44
43
44
43
44
1
43
27
18
43
36
1
32
24
41
24
43
43
1
38
29
11
43
43
1
27
43
37
43
43
1
41
43
43
43
43
43
41
43
44
28
44
1
33
3
43
43
43
1
43
1
1
38
27
1
38
29
1
37
44
44
43
39
42
33
45
29
44
44
1
39
44
41
44
45
44
44
44
43
44
44
1
37
4
1
39
44
45
43
36
22
36
44
35
44
42
1
38
44
37
37
23
44
40
43
40
44
44
45
27
44
44
45
33
44
45
0
38
13
38
1
32
44
44
44
45
44
26
1
39
10
2
45
1
36
44
45
44
44
44
35
44
42
43
39
44
34
1
45
34
23
44
34
42
33
43
41
43
40
1
1
39
44
37
44
44
44
31
44
33
1
35
29
3
33
44
38
44
42
44
45
40
39
1
37
44
38
44
45
36
43
41
43
41
1
43
44
1
26
1
40
18
44
42
38
32
43
34
1
36
27
1
34
44
25
1
42
43
44
42
44
44
43
31
1
32
44
41
44
41
41
30
44
35
44
37
44
43
1
35
1
39
44
27
43
23
1
39
1
1
38
3
1
27
40
27
28
1
33
3
45
41
44
39
1
38
44
45
44
39
44
35
44
44
44
24
1
34
44
43
44
41
44
29
44
27
43
36
1
30
44
41
44
41
1
35
7
1
36
44
38
44
25
44
39
44
37
44
33
44
40
38
34
1
26
13
44
37
1
35
44
44
26
44
41
44
37
1
34
1
1
34
6
35
31
1
36
4
45
45
44
25
1
38
44
35
43
38
43
44
37
44
43
44
36
1
37
44
35
43
42
44
38
2
42
44
39
0
40
43
44
42
44
41
1
40
44
43
40
33
1
31
23
35
44
37
44
40
44
35
44
42
1
32
44
39
44
29
44
42
44
45
44
44
44
41
1
29
44
17
0
1
42
44
40
44
41
44
44
1
37
43
39
36
44
34
44
41
44
32
44
41
1
31
44
43
44
26
44
45
44
42
40
36
1
35
44
39
44
42
44
45
44
44
44
44
1
25
1
21
3
1
43
44
38
44
39
44
37
1
33
44
28
44
35
44
33
44
45
43
34
44
43
1
33
7
1
40
44
44
0
34
43
43
40
44
45
1
35
44
21
43
30
42
42
37
43
32
29
44
22
1
37
25
3
31
40
40
0
35
44
42
44
40
1
39
45
39
29
21
34
1
37
14
1
39
1
33
44
41
39
38
41
35
8
37
17
32
1
38
1
39
44
44
44
35
0
41
45
35
44
44
1
41
8
39
44
43
43
31
1
26
24
44
39
1
36
44
36
44
45
40
36
44
45
44
34
38
45
44
44
45
46
38
27
16
2
44
1
41
26
45
44
44
45
44
45
45
41
44
45
1
43
45
28
44
44
29
37
1
33
30
44
40
1
28
1
43
24
1
39
1
44
12
1
44
1
41
29
1
44
44
42
45
37
32
1
38
28
1
45
44
44
1
45
25
45
44
43
1
45
3
45
20
46
43
1
33
20
14
43
43
1
42
36
36
44
45
1
45
1
34
1
45
2
44
44
45
44
45
45
38
1
45
1
44
1
44
29
8
42
1
42
12
45
1
41
44
44
42
38
44
34
44
38
35
43
1
36
44
38
43
34
44
32
16
39
44
44
1
29
1
29
11
1
36
44
44
44
42
43
39
1
1
34
1
35
13
15
40
37
36
44
33
44
43
36
35
1
31
3
38
44
41
2
45
2
44
44
44
1
36
44
30
44
44
1
45
33
32
1
43
31
1
33
1
43
21
45
44
36
1
33
1
43
43
1
34
27
1
43
6
44
22
44
44
44
44
43
1
26
1
1
35
44
37
44
38
43
40
44
36
1
0
44
24
44
44
1
38
44
41
44
41
44
19
1
38
6
41
1
44
44
44
44
43
1
36
17
1
29
17
1
41
1
31
26
6
35
2
44
43
1
30
17
1
36
23
43
44
42
43
40
43
43
42
44
43
1
38
16
9
1
36
1
35
34
1
42
44
44
1
29
44
38
2
1
44
29
36
1
2
34
30
14
45
1
42
31
35
44
35
1
40
15
39
0
41
1
1
18
1
34
40
40
34
44
16
45
36
44
33
1
34
1
34
44
38
44
43
44
38
44
42
1
36
44
20
45
26
44
35
44
40
1
29
1
34
44
36
44
43
43
34
1
31
18
40
35
1
25
44
33
44
33
45
30
44
41
1
34
15
43
1
23
17
12
39
44
41
3
38
44
39
44
35
1
37
44
37
1
44
44
45
44
45
44
44
1
41
22
1
45
44
37
44
44
43
42
41
44
43
1
44
1
45
45
34
41
9
39
32
44
45
1
40
2
42
24
41
43
44
43
43
41
1
41
30
3
35
44
45
45
39
40
1
43
33
4
43
25
1
44
21
3
41
30
44
0
41
24
40
45
44
42
1
41
20
1
43
27
1
45
0
45
13
44
1
34
19
1
41
25
1
44
36
44
45
44
45
14
44
1
32
1
44
1
40
34
1
44
44
45
21
41
1
43
44
45
2
45
44
45
45
37
44
45
1
42
44
41
44
44
43
43
1
37
36
43
42
1
38
1
38
23
39
35
34
12
31
42
42
42
43
35
1
37
1
1
1
42
13
35
39
44
40
44
41
44
44
1
43
44
42
44
42
1
43
44
39
44
40
1
16
20
10
1
39
43
35
43
15
8
1
34
1
26
44
30
29
27
1
39
44
42
44
37
1
44
0
34
43
32
39
33
37
34
43
38
39
38
35
44
14
3
28
6
1
13
44
31
45
12
44
34
1
31
1
34
43
40
43
36
10
36
28
44
35
1
35
44
39
38
22
32
0
43
41
45
38
1
20
44
23
44
37
44
33
30
27
43
33
1
1
16
44
20
1
26
1
1
23
1
28
3
43
33
1
1
24
0
32
44
31
34
23
44
34
1
34
1
29
44
18
44
12
1
20
1
44
26
44
24
1
39
18
1
44
1
33
10
1
41
1
27
26
1
37
1
37
1
36
19
32
30
1
30
22
1
42
1
35
41
29
44
31
40
33
44
37
1
40
44
25
14
44
38
1
31
1
34
1
30
1
33
14
44
38
1
32
39
37
1
37
44
44
32
44
37
44
33
1
34
36
34
32
28
37
44
44
34
1
44
12
39
1
37
44
39
44
42
14
38
4
38
15
36
1
35
0
16
15
1
29
44
32
1
32
44
39
1
28
44
31
29
27
2
42
1
32
8
1
31
1
17
1
1
39
1
32
44
37
43
38
43
21
1
22
16
45
35
44
39
44
23
33
39
1
34
44
37
1
31
7
31
1
42
1
38
14
1
40
1
42
30
1
38
7
40
36
33
29
40
34
1
44
39
1
40
44
44
44
36
43
31
23
1
43
1
37
18
44
39
1
35
13
31
44
35
44
42
44
24
1
42
1
29
1
36
1
43
1
35
28
1
31
8
38
1
20
8
44
44
0
31
26
1
38
0
2
42
44
41
1
30
2
43
1
36
6
43
41
8
35
33
1
39
1
43
1
45
33
21
44
44
2
42
45
44
