bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,pending_aios_lat,bluestore_kv_sync_lat,bluestore_kvq_lat
4096,30,48,54.12207031250000000000,.00346297175843600000,0.001558286,0.008247406,0.001377745,0.010396728,0.000427301,2.0328e-05,0.000580908,0.001085181
