bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,pending_aios_lat,bluestore_kv_sync_lat,bluestore_kvq_lat
4096,30,48,55.08398437500000000000,.00340278894714100000,0.000980806,0.007112807,0,0.005095039,0.000539362,0,0.000781094,0.001568263
