opq_vec
1
1
1
1
66
110
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
3
3
4
4
1
2
3
1
1
1
2
3
4
4
1
1
1
1
1
1
1
10
11
1
1
2
1
2
3
3
1
1
1
1
1
1
1
1
1
1
2
2
3
4
5
1
1
1
1
1
1
1
6
6
1
1
1
2
3
3
4
1
1
1
1
1
1
34
34
1
1
1
1
1
1
1
1
1
1
1
1
1
41
2
10
9
9
7
7
1
1
1
1
1
1
1
1
1
2
2
3
1
1
23
1
1
1
1
2
1
1
28
1
1
2
3
4
4
1
2
1
39
40
1
1
1
1
2
3
3
1
39
1
1
1
1
2
3
3
4
1
37
37
24
1
1
1
2
1
1
2
39
1
1
1
1
2
2
3
4
1
39
1
1
1
1
2
1
2
3
36
1
1
1
1
2
3
4
1
17
1
1
1
1
1
1
2
3
2
1
1
1
2
2
3
4
1
1
39
37
38
39
1
1
1
2
2
3
35
1
1
1
2
3
1
1
1
7
1
1
2
2
3
1
1
2
1
22
22
20
1
1
1
1
2
1
40
1
1
1
1
2
1
1
1
39
1
1
1
2
3
3
4
5
1
10
1
2
1
1
1
1
1
26
1
1
1
1
2
1
1
1
1
13
14
13
4
1
1
2
3
1
1
1
2
27
1
1
1
2
3
1
1
1
8
1
1
1
1
2
1
1
1
36
1
1
1
2
3
1
1
10
1
1
1
2
2
1
1
2
14
13
1
1
1
2
1
1
1
2
2
5
1
1
1
2
3
3
1
1
1
40
1
1
2
2
3
1
1
2
35
1
1
1
2
3
1
1
1
2
39
1
1
2
3
4
1
1
2
3
21
15
1
1
2
2
1
2
2
4
1
1
1
2
3
4
5
1
2
1
1
1
2
3
1
1
1
2
39
1
1
2
3
3
1
1
2
2
39
1
1
1
1
2
1
1
2
40
1
1
2
3
3
1
1
2
40
1
1
1
1
2
1
2
3
15
1
1
1
2
2
1
1
37
1
1
1
2
2
1
2
40
1
1
2
2
3
1
1
2
11
1
2
2
1
1
1
1
6
1
1
1
2
2
1
12
38
1
1
1
2
2
3
1
1
39
1
2
2
1
1
2
3
4
4
40
1
1
1
1
1
1
2
3
1
1
1
1
2
3
4
1
11
1
1
1
2
3
4
1
1
1
38
1
1
2
3
3
1
2
3
9
1
1
1
2
3
1
2
2
1
1
1
2
2
1
2
11
1
2
2
1
1
1
31
36
1
1
2
3
1
1
10
1
1
1
2
1
1
2
2
15
1
1
2
3
3
1
1
2
14
1
1
1
1
1
1
2
1
1
38
1
1
2
1
2
2
1
1
1
16
1
1
1
1
1
2
3
1
39
1
1
2
1
1
2
3
3
1
1
20
1
1
1
1
2
1
2
2
30
1
1
1
1
2
1
1
2
26
1
2
1
1
1
1
38
1
1
1
2
1
1
2
39
1
1
2
1
1
1
1
2
2
1
1
1
1
2
3
3
1
2
3
39
40
1
1
1
1
2
1
1
1
1
1
2
3
3
1
1
1
1
1
1
1
1
1
6
1
1
2
3
3
4
5
1
20
39
1
1
1
2
3
4
1
1
34
1
1
2
1
1
2
3
4
4
38
1
1
2
2
3
1
1
1
