bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,pending_aios_lat,bluestore_kv_sync_lat,bluestore_kvq_lat
4096,30,48,56.74218750000000000000,.00330314562113500000,0.000922405,0.00763415,0.001771041,0.010301922,0.000522848,2.5659e-05,0.000711023,0.001432304
