bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,pending_aios_lat,bluestore_kv_sync_lat,bluestore_kvq_lat
4096,30,48,63.44531250000000000000,.00295441606001900000,0.00022192,0.000166472,0.002027981,0.183880133,8.435e-05,2.8354e-05,0.000432531,0.000526646
