kv_queue_size
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
2
1
1
1
2
1
1
1
2
1
1
1
2
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
2
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
7
22
18
14
15
24
18
20
23
15
14
13
21
24
16
27
33
59
1
1
1
1
5
8
9
9
10
17
16
10
8
10
15
10
1
1
1
1
1
1
1
7
10
29
26
22
31
2
1
1
1
1
1
1
2
2
2
2
2
2
2
2
3
2
2
2
2
3
3
2
3
3
3
2
1
1
2
3
2
2
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
2
1
1
2
2
2
2
1
1
2
2
1
1
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
1
1
2
2
2
2
2
1
1
2
2
2
2
1
1
2
2
2
1
1
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
1
1
1
1
2
1
1
1
1
2
1
1
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
1
1
2
1
1
1
2
1
1
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
2
2
2
2
2
2
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
2
2
2
2
1
1
2
2
2
2
2
2
2
2
1
1
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
1
1
1
1
1
2
2
1
1
2
1
1
2
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
2
1
1
2
2
1
1
2
1
1
2
2
1
1
2
1
1
1
2
1
1
2
1
1
1
1
2
2
1
1
1
1
1
1
2
2
2
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
