bs,runtime,qdepth,bw_MBs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,bluestore_kv_sync_lat,bluestore_kvq_lat,bluestore_simple_service_lat,bluestore_deferred_service_lat
4096,60,48,50.1,0.003739,0.000278538,0.000191458,0.00112062,0.000837778,9.37E-05,0.000559926,0.000691734,0.000728935,0.001025526
