kv_queue_size
2
1
1
1
1
1
1
2
1
2
2
1
2
1
2
1
1
1
1
1
2
1
1
2
2
1
1
1
2
1
1
1
1
1
1
1
1
1
2
2
1
1
2
2
2
1
1
2
1
1
2
1
1
1
1
1
1
1
2
1
1
1
1
1
2
1
1
2
1
1
1
1
2
1
1
1
2
1
1
2
1
1
2
1
1
3
2
2
1
2
1
2
1
1
1
2
1
2
1
1
1
1
1
1
6
9
18
12
8
9
7
6
16
13
8
10
15
25
22
19
31
24
20
37
37
31
1
1
1
1
8
12
11
18
13
11
9
8
14
14
12
1
1
1
1
1
1
1
2
2
2
3
2
4
5
3
4
3
4
7
5
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
1
1
1
1
1
2
1
1
2
1
2
1
1
2
1
2
1
1
2
1
1
2
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
2
1
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
1
1
1
1
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
2
1
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
2
2
2
2
2
2
1
1
1
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
2
2
2
1
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
2
2
2
2
2
2
1
1
1
2
2
2
1
1
2
1
1
2
1
1
2
2
2
1
1
2
1
1
2
1
1
2
1
2
1
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
1
2
1
1
1
1
1
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
1
1
2
1
1
2
2
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
1
1
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
2
1
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
2
2
2
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
2
1
1
