opq_vec
1
1
1
1
115
108
2
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
2
3
4
5
6
7
8
8
6
7
1
12
12
13
14
15
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
25
17
17
16
27
1
1
1
2
3
1
1
1
1
1
1
36
1
1
1
25
1
1
1
1
1
1
1
1
1
0
1
1
43
30
28
28
1
8
1
1
1
2
41
1
1
1
1
1
42
9
8
1
1
1
2
1
1
1
2
42
43
44
1
38
1
1
1
1
2
1
1
1
1
2
3
1
2
3
43
43
43
44
1
42
8
7
6
6
1
42
41
42
43
40
1
42
13
12
11
11
1
1
1
1
1
1
43
2
16
30
1
42
41
42
43
26
1
42
36
37
1
1
2
1
1
1
1
1
1
1
43
8
44
44
1
42
41
42
43
35
0
42
40
40
40
22
1
1
1
1
1
1
43
1
1
1
1
1
42
1
1
43
42
1
1
42
43
44
45
44
44
1
41
39
40
41
1
1
2
1
1
1
1
1
1
1
43
13
43
44
1
30
34
33
33
31
1
42
1
1
1
15
15
1
41
38
37
37
12
1
1
42
6
5
41
42
43
1
41
28
28
28
1
1
1
42
37
43
43
44
1
42
1
1
1
42
43
1
1
1
2
3
3
4
1
43
43
44
45
45
1
1
1
1
1
1
1
1
1
43
44
10
10
4
44
1
40
39
40
41
3
4
41
42
43
0
40
9
9
33
34
34
5
6
7
1
40
17
32
32
31
42
42
41
2
1
1
13
12
12
9
1
1
1
1
43
43
44
45
3
1
41
25
24
23
3
4
5
1
1
1
1
1
1
1
43
43
43
42
43
1
1
1
2
2
3
4
43
23
21
21
1
15
42
43
44
45
1
42
23
24
25
10
9
43
1
40
1
1
1
1
1
1
2
1
42
42
43
1
1
2
1
35
40
41
42
1
1
1
1
1
2
3
3
1
43
1
1
2
1
1
1
1
1
1
43
42
43
44
1
12
41
42
43
44
1
42
1
1
2
42
43
1
1
42
1
1
1
1
43
0
1
1
1
42
41
42
43
27
1
42
41
42
43
43
44
5
41
1
31
9
8
7
1
1
1
1
1
1
1
1
1
1
43
36
35
35
1
42
41
42
43
30
1
15
16
15
15
44
4
43
1
1
1
1
1
2
1
1
43
40
39
38
1
1
1
1
1
1
43
42
43
44
1
42
41
42
43
34
1
40
1
1
2
36
36
1
35
2
26
43
43
1
1
42
1
11
9
9
1
36
41
42
43
37
1
42
4
1
9
8
1
1
1
2
2
3
3
43
42
43
44
1
1
1
1
1
1
1
1
1
43
44
43
44
1
1
0
31
1
1
43
9
6
5
1
1
1
1
1
1
1
1
43
28
30
30
10
24
4
1
35
23
1
1
2
3
4
1
1
1
1
1
1
1
1
1
1
1
43
18
16
12
1
1
35
34
9
2
1
42
1
40
34
1
1
1
1
1
1
1
1
38
37
15
14
41
1
40
1
1
0
1
2
12
1
40
12
1
1
2
3
4
1
42
1
1
40
41
42
1
36
15
14
13
1
1
39
1
1
1
0
1
40
24
23
23
3
1
34
1
21
20
19
1
40
15
40
41
41
1
18
3
18
17
17
1
33
7
40
1
1
2
1
37
9
40
41
42
43
1
