bs,runtime,qdepth,bw_mbs,lat_s,osd_lat,op_queue_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,pending_aios_lat,bluestore_kv_sync_lat,bluestore_kvq_lat
4096,30,48,47.71679687500000000000,.00392790097707000000,0.000898187,0.008501251,0.002327373,0.011943222,0.000632742,4.0518e-05,0.000814779,0.001783029
